,timestep,imgid,x_gt,y_gt,onboard_lat,onboard_lon,translated_onboard_x,translated_onboard_y
745,754223134.0,22351.0,465811.346409,5248059.176315,47.3850588,8.547046,465812.1241188326,5248055.1940712575
746,755224055.0,22381.0,465811.746412,5248059.742089,47.3850659,8.5470533,465812.6796948813,5248055.979914183
747,756221980.0,22411.0,465812.082643,5248060.256858,47.385072,8.5470587,465813.0912170921,5248056.655457879
748,757221801.0,22441.0,465812.359915,5248060.641141,47.3850773,8.5470637,465813.47203099885,5248057.242270374
749,758227043.0,22471.0,465812.679311,5248061.1261,47.3850861,8.547069,465813.87775094574,5248058.217918744
750,759224798.0,22501.0,465813.0761,5248061.653813,47.3850937,8.5470738,465814.2449562168,5248059.060426378
751,760224770.0,22531.0,465813.562879,5248062.204426,47.3851004,8.5470795,465814.67950917204,5248059.8025186155
752,761221815.0,22561.0,465814.157171,5248062.72892,47.3851054,8.5470818,465814.8563398012,5248060.357176678
753,762222833.0,22591.0,465814.901993,5248063.210607,47.3851085,8.5470868,465815.2357309653,5248060.69949538
754,763221747.0,22621.0,465815.686379,5248063.610705,47.3851119,8.5470911,465815.5624818679,5248061.075461541
755,764222748.0,22651.0,465816.328751,5248063.993089,47.3851161,8.5470991,465816.1690162322,5248061.538710017
756,765224346.0,22681.0,465816.808626,5248064.371638,47.3851196,8.5471066,465816.737359274,5248061.924384573
757,766222143.0,22711.0,465817.380623,5248064.828954,47.385122,8.5471153,465817.39556396264,5248062.187285356
758,767221772.0,22741.0,465818.163204,5248065.352006,47.3851216,8.5471275,465818.31612929853,5248062.137475478
759,768226061.0,22771.0,465819.003203,5248065.800211,47.3851269,8.5471395,465819.2252838772,5248062.721215046
760,769228804.0,22801.0,465819.760162,5248066.398334,47.3851299,8.5471496,465819.98954452167,5248063.050181627
761,770229656.0,22831.0,465820.422028,5248067.08784,47.3851332,8.5471553,465820.42189864354,5248063.4144200655
762,771230562.0,22861.0,465821.093142,5248067.720436,47.3851364,8.5471635,465821.0428814456,5248063.766447644
763,772225377.0,22891.0,465821.727411,5248068.211187,47.3851382,8.5471733,465821.78372297797,5248063.962185848
764,773226519.0,22921.0,465822.247434,5248068.64058,47.385142,8.5471842,465822.6088822902,5248064.3797084475
765,774230115.0,22951.0,465822.870639,5248069.027915,47.3851461,8.5471937,465823.328567122,5248064.831185814
766,775219245.0,22981.0,465822.897251,5248068.162147,47.385208,8.5472471,465827.3990619757,5248071.686915158
767,776217236.0,23011.0,465823.41076,5248068.575919,47.3852103,8.5472571,465828.15532087866,5248071.9381331755
768,777214981.0,23041.0,465824.020139,5248069.09629,47.3852122,8.5472639,465828.66979403945,5248072.14630237
769,778217857.0,23071.0,465824.819117,5248069.544285,47.3852129,8.5472752,465829.5231392433,5248072.219136221
770,779214784.0,23101.0,465825.56624,5248069.812108,47.3852144,8.5472825,465830.0750924546,5248072.3826326495
771,780221178.0,23131.0,465826.270033,5248070.061794,47.3852216,8.5472878,465830.47977466375,5248073.180468413
772,781216815.0,23161.0,465826.97705,5248070.352785,47.3852275,8.5472978,465831.23835961096,5248073.831767777
773,782219850.0,23191.0,465827.667517,5248070.585529,47.3852329,8.5473049,465831.77773737465,5248074.42877317
774,783218680.0,23221.0,465828.25478,5248070.71751,47.3852361,8.5473093,465832.11190494173,5248074.782469645
775,784221400.0,23251.0,465828.741509,5248070.940747,47.3852417,8.547321,465832.99860688613,5248075.399683078
776,785222512.0,23281.0,465829.222329,5248071.375605,47.3852444,8.5473327,465833.88343476655,5248075.694609211
777,786220745.0,23311.0,465829.761986,5248071.923955,47.3852428,8.5473374,465834.2371437342,5248075.514732882
778,787214555.0,23341.0,465830.229925,5248072.503225,47.3852449,8.5473432,465834.6762683974,5248075.745568166
779,788225645.0,23371.0,465830.754973,5248073.035762,47.3852458,8.5473476,465835.00894958485,5248075.843657529
780,789216250.0,23401.0,465831.550229,5248073.489097,47.3852507,8.5473521,465835.35176302807,5248076.386237419
781,790217557.0,23431.0,465832.417787,5248073.870652,47.3852546,8.5473578,465835.7845028957,5248076.817157146
782,791219511.0,23461.0,465833.067407,5248074.212967,47.3852556,8.5473577,465835.7776013065,5248076.928334626
783,792224366.0,23491.0,465833.517388,5248074.471849,47.385254,8.5473575,465835.7614720637,5248076.750608633
784,793218249.0,23521.0,465833.852012,5248074.728788,47.3852523,8.5473548,465835.5565852457,5248076.562866343
785,794220049.0,23551.0,465834.025141,5248075.175917,47.3852387,8.5473418,465834.5665941843,5248075.057154233
786,795211773.0,23581.0,465834.169655,5248075.571437,47.3852275,8.5473212,465833.00452655705,5248073.821498221
787,796218686.0,23611.0,465834.246787,5248076.020101,47.3852275,8.5473185,465832.8007380631,5248073.8226831425
788,797217887.0,23641.0,465834.269495,5248076.365962,47.3852286,8.5473139,465832.45425366197,5248073.946948871
789,798218819.0,23671.0,465834.166,5248076.717913,47.3852281,8.5473086,465832.0539013052,5248073.893708074
790,799215817.0,23701.0,465834.007869,5248076.875224,47.3852317,8.547308,465832.01094129274,5248074.294052348
791,800225897.0,23731.0,465833.616913,5248076.875368,47.3852273,8.5473033,465831.6533550791,5248073.807127224
792,801222751.0,23761.0,465833.126764,5248076.892337,47.3852078,8.5472853,465830.282163592,5248071.647922004
793,802218645.0,23791.0,465832.724704,5248076.901578,47.3851988,8.5472742,465829.4385499099,5248070.652591407
794,803214302.0,23821.0,465832.41561,5248076.973661,47.3852022,8.5472732,465829.3652698959,5248071.030884541
795,804215897.0,23851.0,465832.263652,5248077.022716,47.3852065,8.5472726,465829.3227624172,5248071.509022351
796,805216616.0,23881.0,465832.308743,5248077.20899,47.3852118,8.5472725,465829.3186398182,5248072.098074306
797,806219674.0,23911.0,465832.566447,5248077.444112,47.3852162,8.5472741,465829.44224689674,5248072.5863598855
798,807215672.0,23941.0,465832.806081,5248077.588685,47.385223,8.5472784,465829.7711934563,5248073.340181067
799,808221996.0,23971.0,465832.97507,5248077.685374,47.3852292,8.5472846,465830.2431589045,5248074.026488209
800,809219816.0,24001.0,465833.033089,5248077.778697,47.3852396,8.5472881,465830.51404993853,5248075.180741501
801,810215618.0,24031.0,465833.087997,5248077.928957,47.3852485,8.5472924,465830.84435328684,5248076.167943301
802,811217504.0,24061.0,465833.157478,5248078.154519,47.3852578,8.5472964,465831.15227186016,5248077.199730223
803,812222554.0,24091.0,465833.184265,5248078.447914,47.3852634,8.5472974,465831.23136784165,5248077.821639489
804,813219473.0,24121.0,465833.192184,5248078.8919,47.3852679,8.5472943,465831.0002966073,5248078.32310122
805,814223500.0,24151.0,465833.18788,5248079.382284,47.3852758,8.5472973,465831.23183319584,5248079.199739997
806,815221490.0,24181.0,465833.142551,5248079.934344,47.3852822,8.5472964,465831.1680395474,5248079.9113900205
807,816220771.0,24211.0,465833.089112,5248080.49943,47.3852833,8.5472955,465831.1008209597,5248080.034031972
808,817216553.0,24241.0,465832.936995,5248081.002468,47.3852878,8.547295,465831.0659903744,5248080.534352609
809,818223268.0,24271.0,465832.732986,5248081.450157,47.3852948,8.5472944,465831.0252276325,5248081.31255113
810,819222259.0,24301.0,465832.589379,5248081.905532,47.3853025,8.5472949,465831.06794208183,5248082.168060399
811,820226873.0,24331.0,465832.63596,5248082.350146,47.3853167,8.5473072,465832.00548663375,5248083.740759306
812,821223853.0,24361.0,465832.63049,5248082.815137,47.3853289,8.5473186,465832.873808953,5248085.091586139
813,822216484.0,24391.0,465832.534805,5248083.308681,47.3853399,8.5473237,465833.26584999874,5248086.311817556
814,823208267.0,24421.0,465832.406869,5248083.811339,47.3853423,8.5473243,465833.3126870607,5248086.578274882
815,824215326.0,24451.0,465832.259735,5248084.268435,47.385348,8.5473229,465833.21070240624,5248087.212350799
816,825210250.0,24481.0,465832.255221,5248084.695017,47.385349,8.5473174,465832.7962248303,5248087.325898125
817,826210170.0,24511.0,465832.412564,5248085.000604,47.3853498,8.547314,465832.5401198262,5248087.416297141
818,827219226.0,24541.0,465832.409077,5248085.402393,47.3853597,8.5473119,465832.38801536604,5248088.517441401
819,828222226.0,24571.0,465832.354266,5248085.79614,47.3853684,8.5473099,465832.2426832298,5248089.485181457
820,829218155.0,24601.0,465832.241155,5248086.29773,47.385374,8.5473069,465832.0198709089,5248090.108846233
821,830220016.0,24631.0,465832.101394,5248086.750772,47.3853742,8.5473009,465831.5671380865,5248090.133706204
822,831221027.0,24661.0,465831.869324,5248087.1317,47.3853753,8.5472939,465831.0395098565,5248090.259025333
823,832221847.0,24691.0,465831.609302,5248087.381311,47.3853756,8.5472864,465830.4736261593,5248090.295657078
824,833218869.0,24721.0,465831.246395,5248087.604555,47.3853819,8.5472856,465830.417315822,5248090.996149873
825,834221744.0,24751.0,465830.745025,5248087.818704,47.3853859,8.5472835,465830.2613990683,5248091.4416059535
826,835215717.0,24781.0,465830.275994,5248087.941569,47.3853874,8.5472779,465829.8396972696,5248091.61076418
827,836225849.0,24811.0,465829.797672,5248087.852772,47.3853882,8.5472736,465829.51566320605,5248091.701558341
828,837223155.0,24841.0,465829.114529,5248087.923223,47.3853851,8.5472642,465828.8041760775,5248091.361169927
829,838219753.0,24871.0,465828.592054,5248088.129921,47.3853819,8.5472575,465828.2964121368,5248091.008483147
830,839218586.0,24901.0,465828.167853,5248088.422864,47.3853812,8.5472532,465827.97140864335,5248090.932576993
831,840221278.0,24931.0,465827.862796,5248088.827257,47.3853786,8.5472514,465827.83386970917,5248090.644419698
832,841221242.0,24961.0,465827.611478,5248089.235654,47.3853768,8.54725,465827.727038592,5248090.444993714
833,842223232.0,24991.0,465827.383817,5248089.457411,47.385373,8.5472481,465827.58117638953,5248090.0235199975
834,843221235.0,25021.0,465827.179185,5248089.503303,47.3853739,8.5472467,465827.4760902325,5248090.124154739
835,844219249.0,25051.0,465826.922424,5248089.546952,47.3853727,8.5472449,465827.3394560634,5248089.991584496
836,845216996.0,25081.0,465826.78505,5248089.572302,47.3853754,8.5472453,465827.3713918534,5248090.291469644
837,846219823.0,25111.0,465826.766884,5248089.706317,47.3853783,8.5472436,465827.2449551886,5248090.61450327
838,847210748.0,25141.0,465826.855563,5248089.756955,47.3853806,8.5472403,465826.99736755877,5248090.871559036
839,848214534.0,25171.0,465826.748894,5248089.904047,47.3853862,8.5472377,465826.8047466448,5248091.495048437
840,849215524.0,25201.0,465826.650405,5248090.063793,47.3853865,8.5472334,465826.4803894658,5248091.530275968
841,850220457.0,25231.0,465826.515651,5248090.386997,47.3853897,8.5472288,465826.1352635048,5248091.887922639
842,851212257.0,25261.0,465826.43907,5248090.758403,47.3853953,8.547225,465825.85207034077,5248092.511938811
843,852216925.0,25291.0,465826.257075,5248091.188858,47.3854023,8.5472238,465825.7660222162,5248093.290400758
844,853217633.0,25321.0,465826.038079,5248091.634379,47.3854088,8.547222,465825.6343647776,5248094.013559281
845,854220530.0,25351.0,465825.824121,5248092.078702,47.3854146,8.5472193,465825.43432568666,5248094.659319348
846,855217246.0,25381.0,465825.587972,5248092.573954,47.3854198,8.5472162,465825.2037080633,5248095.238574843
847,856218009.0,25411.0,465825.308673,5248093.069506,47.3854228,8.5472124,465824.9188346857,5248095.573643702
848,857213226.0,25441.0,465825.038919,5248093.718246,47.3854268,8.5472055,465824.40062918485,5248096.021206981
849,858219878.0,25471.0,465824.827982,5248094.367617,47.3854318,8.5472009,465824.0566670557,5248096.57889426
850,859217904.0,25501.0,465824.60463,5248094.915507,47.3854335,8.547191,465823.31054429396,5248096.772167283
851,860221548.0,25531.0,465824.319673,5248095.4411,47.3854364,8.5471834,465822.73879415944,5248097.097791037
852,861216599.0,25561.0,465824.057415,5248095.834677,47.3854389,8.5471759,465822.17433322355,5248097.378917506
853,862217520.0,25591.0,465823.679574,5248096.282896,47.3854418,8.5471715,465821.844109335,5248097.703136557
854,863212247.0,25621.0,465823.312379,5248096.789956,47.3854461,8.5471675,465821.5449812103,5248098.182767065
855,864213248.0,25651.0,465822.876674,5248097.337619,47.3854473,8.5471627,465821.1834677444,5248098.318234634
856,865212156.0,25681.0,465822.43128,5248097.831685,47.3854461,8.5471574,465820.7826644421,5248098.187201088
857,866216240.0,25711.0,465821.931012,5248098.265069,47.3854439,8.5471515,465820.33592855075,5248097.945297384
858,867216285.0,25741.0,465821.566579,5248098.637298,47.3854424,8.547145,465819.84435897815,5248097.78145065
859,868218233.0,25771.0,465821.359613,5248098.807607,47.3854433,8.5471403,465819.49019928434,5248097.883534339
860,869213059.0,25801.0,465820.98849,5248098.884584,47.3854421,8.5471355,465819.12713437015,5248097.752281391
861,870217227.0,25831.0,465820.651251,5248098.721491,47.3854409,8.5471332,465818.95276172756,5248097.61993086
862,871216955.0,25861.0,465820.288442,5248098.510592,47.3854375,8.5471295,465818.67129918886,5248097.243701072
863,872218993.0,25891.0,465819.871985,5248098.345385,47.385436,8.547128,465818.55711412063,5248097.077659236
864,873211735.0,25921.0,465819.432642,5248098.215306,47.3854376,8.5471277,465818.53550537885,5248097.255604713
865,874212152.0,25951.0,465819.094482,5248098.13447,47.3854405,8.5471301,465818.7185247084,5248097.57683845
866,875213926.0,25981.0,465818.879162,5248098.201632,47.3854477,8.5471326,465818.91187145445,5248098.375902774
867,876218589.0,26011.0,465818.712266,5248098.292202,47.385455,8.5471346,465819.06754434714,5248099.186299984
868,877212499.0,26041.0,465818.608465,5248098.360906,47.3854619,8.5471368,465819.23805399716,5248099.952155953
869,878211770.0,26071.0,465818.576593,5248098.422831,47.3854713,8.5471382,465819.3497982154,5248100.996197159
870,879210594.0,26101.0,465818.536654,5248098.489339,47.3854793,8.5471367,465819.2417544824,5248101.885924531
871,880212501.0,26131.0,465818.473115,5248098.621246,47.3854833,8.5471342,465819.05564813333,5248102.331556536
872,881210478.0,26161.0,465818.460074,5248098.80867,47.3854834,8.5471332,465818.9802359239,5248102.343108934
873,882212273.0,26191.0,465818.411521,5248099.121669,47.38548,8.5471289,465818.6534874925,5248101.967142571
874,883214265.0,26221.0,465818.33211,5248099.468078,47.385484,8.547126,465818.4371904492,5248102.412950213
875,884222401.0,26251.0,465818.161377,5248099.899911,47.3854887,8.5471222,465818.15341680334,5248102.936946531
876,885215356.0,26281.0,465817.944852,5248100.359703,47.3854927,8.5471186,465817.8842860458,5248103.383061531
877,886210360.0,26311.0,465817.747989,5248100.823828,47.3854984,8.5471138,465817.5256821425,5248104.018630538
878,887212988.0,26341.0,465817.548432,5248101.251496,47.3855011,8.5471077,465817.06701898,5248104.3213695455
879,888222803.0,26371.0,465817.260257,5248101.741548,47.3855036,8.5471034,465816.744084851,5248104.60109154
880,889221468.0,26401.0,465816.91763,5248102.267801,47.3855099,8.5471075,465817.05761271575,5248105.299433062
881,890222405.0,26431.0,465816.588197,5248102.790927,47.3855152,8.5471072,465817.0383960642,5248105.8885728745
882,891219958.0,26461.0,465816.245945,5248103.324646,47.3855242,8.5471025,465816.68947352655,5248106.89083892
883,892219751.0,26491.0,465815.847626,5248103.85928,47.3855276,8.5470932,465815.9897374543,5248107.272776566
884,893217565.0,26521.0,465815.492662,5248104.361798,47.3855289,8.5470819,465815.1376901955,5248107.422211907
885,894217417.0,26551.0,465815.123972,5248104.872576,47.3855279,8.5470709,465814.3067989699,5248107.315908356
886,895212326.0,26581.0,465814.632888,5248105.427959,47.385533,8.5470639,465813.78175884555,5248107.885763462
887,896220269.0,26611.0,465814.09959,5248105.984796,47.3855376,8.5470537,465813.0148698562,5248108.401456983
888,897223331.0,26641.0,465813.546335,5248106.55394,47.385544,8.547044,465812.28688323003,5248109.116971529
889,898228244.0,26671.0,465813.02512,5248107.070264,47.3855499,8.5470351,465811.6189548924,5248109.776568058
890,899223056.0,26701.0,465812.539564,5248107.492165,47.3855579,8.5470274,465811.0429566739,5248110.669018257
891,900228239.0,26731.0,465812.063253,5248107.886133,47.3855673,8.5470218,465810.62636503554,5248111.716133347
892,901221935.0,26761.0,465811.613105,5248108.404129,47.3855779,8.5470191,465810.4294319788,5248112.8953352505
893,902223843.0,26791.0,465811.201645,5248108.968786,47.3855894,8.5470194,465810.4595110718,5248114.173239951
894,903223497.0,26821.0,465810.787158,5248109.545619,47.385604,8.5470183,465810.38592730823,5248115.79627364
895,904224363.0,26851.0,465810.417589,5248110.225882,47.3856172,8.5470155,465810.1831279986,5248117.264466847
896,905222393.0,26881.0,465810.107828,5248110.972356,47.3856281,8.5470103,465809.7976976032,5248118.478106757
897,906228255.0,26911.0,465809.78896,5248111.726803,47.3856388,8.5470091,465809.7140445736,5248119.667763321
898,907222934.0,26941.0,465809.417441,5248112.286559,47.3856467,8.5470062,465809.50027075474,5248120.546992372
899,908229896.0,26971.0,465809.051718,5248112.8093,47.3856536,8.5470057,465809.46699423005,5248121.314033829
900,909229564.0,27001.0,465808.616859,5248113.324237,47.3856606,8.5470045,465809.3809487585,5248122.092496065
901,910229536.0,27031.0,465808.055663,5248113.942402,47.3856643,8.5469994,465808.9984106772,5248122.505930159
902,911224622.0,27061.0,465807.619727,5248114.602396,47.3856668,8.5469933,465808.5396200747,5248122.786443129
903,912230604.0,27091.0,465807.266048,5248115.247492,47.3856676,8.546986,465807.9891582804,5248122.878556023
904,913220482.0,27121.0,465806.937543,5248115.882554,47.3856694,8.5469785,465807.4242478594,5248123.081890413
905,914225440.0,27151.0,465806.722546,5248116.474454,47.385672,8.5469716,465806.9051407763,5248123.373868224
906,915222244.0,27181.0,465806.366298,5248116.986248,47.3856727,8.5469603,465806.05270805536,5248123.456624736
907,916231991.0,27211.0,465805.917083,5248117.450507,47.3856744,8.5469496,465805.2462080228,5248123.650251446
908,917225893.0,27241.0,465805.321919,5248117.794557,47.3856793,8.5469379,465804.3663010079,5248124.1999450335
909,918226202.0,27271.0,465804.754467,5248118.157404,47.385684,8.5469266,465803.5164554344,5248124.727236336
910,919220986.0,27301.0,465804.178671,5248118.593494,47.3856885,8.5469152,465802.6589330036,5248125.23234497
911,920219146.0,27331.0,465803.402673,5248119.029155,47.3856924,8.5469067,465802.0199046627,5248125.669499706
912,921217002.0,27361.0,465802.6808,5248119.458293,47.3856971,8.5468998,465801.50215632736,5248126.194858571
913,922218202.0,27391.0,465802.025032,5248120.056831,47.3857011,8.5468934,465801.02169359836,5248126.64220432
914,923214688.0,27421.0,465801.290666,5248120.755677,47.3857038,8.5468844,465800.3441510922,5248126.946218551
915,924220467.0,27451.0,465800.535913,5248121.409609,47.3857078,8.5468778,465799.84859320614,5248127.393652256
916,925214369.0,27481.0,465799.758083,5248122.016297,47.3857104,8.5468672,465799.050223715,5248127.687256137
917,926220571.0,27511.0,465799.064681,5248122.497956,47.3857124,8.5468554,465798.1608943606,5248127.914707135
918,927218265.0,27541.0,465798.402951,5248122.912884,47.3857158,8.5468471,465797.53663851717,5248128.296207699
919,928220380.0,27571.0,465797.779306,5248123.348024,47.3857204,8.54684,465797.00373082294,5248128.810541467
920,929218963.0,27601.0,465797.154122,5248123.819377,47.3857232,8.5468309,465796.318705809,5248129.125713459
921,930219741.0,27631.0,465796.596105,5248124.440997,47.3857245,8.5468197,465795.4742098485,5248129.275107741
922,931216737.0,27661.0,465796.099356,5248125.170532,47.3857304,8.5468127,465794.9496910591,5248129.933871454
923,932219775.0,27691.0,465795.521362,5248125.863838,47.3857325,8.5468014,465794.09816514025,5248130.172216755
924,933219574.0,27721.0,465795.01971,5248126.509267,47.3857363,8.5467944,465793.5722880152,5248130.597600018
925,934219647.0,27751.0,465794.533579,5248127.080401,47.3857439,8.5467928,465793.45644237427,5248131.442918419
926,935220379.0,27781.0,465794.028124,5248127.733127,47.3857493,8.5467852,465792.8863146465,5248132.046379138
927,936220247.0,27811.0,465793.534075,5248128.368438,47.3857554,8.5467785,465792.3845687293,5248132.727237992
928,937214206.0,27841.0,465793.136021,5248128.978508,47.3857623,8.5467705,465791.7852211129,5248133.497574984
929,938215723.0,27871.0,465792.737102,5248129.605697,47.3857681,8.5467613,465791.0945902349,5248134.146192351
930,939214818.0,27901.0,465792.23315,5248130.203101,47.3857747,8.5467546,465790.59316820465,5248134.8826181665
931,940216864.0,27931.0,465791.599189,5248130.714488,47.3857818,8.5467492,465790.19018916035,5248135.674039592
932,941220827.0,27961.0,465790.808582,5248131.244359,47.3857875,8.5467442,465789.8164949785,5248136.30969823
933,942223732.0,27991.0,465790.113405,5248131.923867,47.3857954,8.5467426,465789.7008441071,5248137.188356798
934,943216369.0,28021.0,465789.449508,5248132.773429,47.3857971,8.5467331,465788.98491816886,5248137.381458455
935,944215931.0,28051.0,465788.872475,5248133.608492,47.3858026,8.5467302,465788.7695952584,5248137.993967643
936,945219822.0,28081.0,465788.374933,5248134.396388,47.3858091,8.5467223,465788.17753748264,5248138.719807629
937,946223422.0,28111.0,465787.993061,5248135.251175,47.3858162,8.5467169,465787.77455903357,5248139.511229227
938,947221313.0,28141.0,465787.721854,5248136.10153,47.3858201,8.5467106,465787.3015813746,5248139.947418814
939,948220995.0,28171.0,465787.616984,5248136.906396,47.3858239,8.5467034,465786.76061034796,5248140.37289059
940,949215872.0,28201.0,465787.470911,5248137.632602,47.3858301,8.5466974,465786.31176402094,5248141.064555719
941,950219781.0,28231.0,465787.236504,5248138.324214,47.3858353,8.5466902,465785.77169909235,5248141.645614638
942,951221699.0,28261.0,465786.845893,5248138.951012,47.3858403,8.5466824,465785.1862190446,5248142.204710573
943,952221566.0,28291.0,465786.415193,5248139.434083,47.3858458,8.5466741,465784.5633244953,5248142.819593114
944,953214636.0,28321.0,465785.946713,5248140.032405,47.3858511,8.5466658,465783.94030065194,5248143.412248999
945,954218962.0,28351.0,465785.513719,5248140.714827,47.3858534,8.5466509,465782.8171917793,5248143.674404857
946,955216848.0,28381.0,465785.059643,5248141.481634,47.3858571,8.5466416,465782.11765643174,5248144.089686672
947,956224058.0,28411.0,465784.622252,5248142.152075,47.3858547,8.5466291,465781.1726492037,5248143.828460046
948,957222302.0,28441.0,465784.094261,5248142.661305,47.3858556,8.546619,465780.41092080215,5248143.932919584
949,958228481.0,28471.0,465783.541658,5248143.142133,47.3858592,8.5466119,465779.87736883096,5248144.3361213235
950,959224542.0,28501.0,465782.817612,5248143.693912,47.3858676,8.5466059,465779.42994747806,5248145.272280928
951,960226539.0,28531.0,465782.048341,5248144.137584,47.3858738,8.5465981,465778.8452450578,5248145.964737834
952,961220525.0,28561.0,465781.393997,5248144.52165,47.3858822,8.546591,465778.31480008346,5248146.901381042
953,962216765.0,28591.0,465780.844765,5248144.936772,47.3858888,8.5465831,465777.72280922753,5248147.638335464
954,963222582.0,28621.0,465780.395516,5248145.393007,47.3858941,8.5465755,465777.1526199728,5248148.230684379
955,964225793.0,28651.0,465779.953723,5248146.032992,47.3859004,8.546569,465776.6661019811,5248148.933683414
956,965220873.0,28681.0,465779.48729,5248146.807053,47.3859083,8.5465611,465776.0749529941,5248149.815111697
957,966222788.0,28711.0,465778.861181,5248147.557571,47.3859125,8.546553,465775.4663139855,5248150.285433607
958,967218672.0,28741.0,465778.157227,5248148.264422,47.3859169,8.5465435,465774.7521378044,5248150.778597757
959,968225789.0,28771.0,465777.443221,5248148.942924,47.3859206,8.5465331,465773.9695800176,5248151.194364127
960,969222766.0,28801.0,465776.736957,5248149.596471,47.3859253,8.5465189,465772.90086002124,5248151.722934821
961,970219158.0,28831.0,465776.009185,5248150.164017,47.3859271,8.5465058,465771.9132867323,5248151.928734629
962,971224354.0,28861.0,465775.279088,5248150.740857,47.3859287,8.5464961,465771.18220317876,5248152.1108130375
963,972224423.0,28891.0,465774.645235,5248151.353507,47.3859328,8.5464856,465770.3923571496,5248152.571077297
964,973219382.0,28921.0,465773.992119,5248152.03725,47.3859406,8.5464765,465769.7105732912,5248153.441920474
965,974223256.0,28951.0,465773.247153,5248152.652216,47.3859506,8.5464691,465769.1585234496,5248154.55651021
966,975219058.0,28981.0,465772.494493,5248153.146555,47.3859594,8.5464602,465768.49248266045,5248155.5383992065
967,976224010.0,29011.0,465771.963032,5248153.65366,47.3859675,8.5464504,465767.7580603478,5248156.442890486
968,977223916.0,29041.0,465771.430379,5248154.226483,47.3859734,8.5464378,465766.8108806497,5248157.10411911
969,978215555.0,29071.0,465770.978153,5248154.903486,47.3859771,8.546423,465765.69622920733,5248157.521821345
970,979214492.0,29101.0,465770.505012,5248155.668636,47.3859824,8.5464136,465764.9901850729,5248158.114962974
971,980222375.0,29131.0,465769.897875,5248156.426471,47.3859881,8.5464023,465764.14099542703,5248158.753393653
972,981222432.0,29161.0,465769.216802,5248157.213803,47.3859933,8.5463938,465763.5028153597,5248159.3350263275
973,982220277.0,29191.0,465768.389722,5248157.982065,47.3860009,8.5463875,465763.03223693185,5248160.182412259
974,983226543.0,29221.0,465767.552878,5248158.698682,47.3860072,8.5463803,465762.49288835586,5248160.8857203275
975,984227378.0,29251.0,465766.780518,5248159.292346,47.3860173,8.5463771,465762.25790493813,5248162.009577071
976,985220333.0,29281.0,465765.915122,5248159.863626,47.386023,8.5463674,465761.52947788814,5248162.647304502
977,986223520.0,29311.0,465765.150891,5248160.523359,47.3860292,8.5463607,465761.02780300286,5248163.339279458
978,987227710.0,29341.0,465764.476779,5248161.328106,47.3860349,8.5463508,465760.28428103885,5248163.977095001
979,988226778.0,29371.0,465763.774092,5248162.1172,47.3860386,8.5463408,465759.53191645246,5248164.392687398
980,989225534.0,29401.0,465763.053136,5248162.876815,47.3860403,8.5463317,465758.84618521854,5248164.585616831
981,990228573.0,29431.0,465762.242762,5248163.608982,47.3860411,8.5463221,465758.1221331466,5248164.678746009
982,991215408.0,29461.0,465761.365951,5248164.215787,47.3860452,8.5463173,465757.76250332233,5248165.136504995
983,992222412.0,29491.0,465760.469667,5248164.742117,47.3860494,8.5463149,465757.58408082713,5248165.60432176
984,993222264.0,29521.0,465759.688415,5248165.198132,47.3860527,8.5463094,465757.171099767,5248165.973481779
985,994224352.0,29551.0,465759.057943,5248165.571504,47.3860586,8.5462908,465755.7710665998,5248166.637351255
986,995224266.0,29581.0,465758.548937,5248165.933097,47.3860601,8.5462869,465755.47768157173,5248166.805767122
987,996226285.0,29611.0,465758.075589,5248166.327264,47.3860622,8.546288,465755.56206530076,5248167.038663861
988,997218818.0,29641.0,465757.570262,5248166.662574,47.3860642,8.5462864,465755.4425989904,5248167.261634862
989,998222910.0,29671.0,465757.124637,5248166.872285,47.3860629,8.5462839,465755.25306695735,5248167.11826082
990,999218904.0,29701.0,465756.602559,5248166.92696,47.3860672,8.5462863,465755.43699438893,5248167.595079685
991,1000221865.0,29731.0,465756.060282,5248167.090476,47.3860676,8.5462851,465755.346682232,5248167.640060963
992,1001225861.0,29761.0,465755.653378,5248167.264557,47.3860682,8.5462829,465755.18102359155,5248167.70770883
993,1002226014.0,29791.0,465755.346919,5248167.484818,47.3860692,8.5462794,465754.9175052021,5248167.820381973
994,1003220818.0,29821.0,465755.171446,5248167.69473,47.3860707,8.5462716,465754.3297637979,5248167.990513387
995,1004221843.0,29851.0,465755.070753,5248167.749241,47.3860713,8.5462655,465753.8697487223,5248168.059876811
996,1005219601.0,29881.0,465754.748939,5248167.57237,47.3860722,8.5462572,465753.2438807398,5248168.16354811
997,1006225714.0,29911.0,465754.207097,5248167.47284,47.3860749,8.5462483,465752.5738930701,5248168.467523913
998,1007222706.0,29941.0,465753.518238,5248167.436402,47.3860758,8.5462401,465751.95557275333,5248168.571151359
999,1008225710.0,29971.0,465752.785708,5248167.586528,47.3860752,8.5462312,465751.2834476343,5248168.508386391
1000,1009221594.0,30001.0,465752.270523,5248167.814688,47.3860723,8.5462186,465750.3305714077,5248168.191641912
1001,1010222543.0,30031.0,465751.810495,5248168.238463,47.3860708,8.546206,465749.37860197126,5248168.030484644
1002,1011222481.0,30061.0,465751.143351,5248168.838316,47.3860728,8.546197,465748.700613424,5248168.256711356
